deposit_the_first,age,gender,gift,rates,special_benefits,account_type
90119,20,Both,Yes,3.5,Yes,4
55632,24,Both,Yes,3.5,Yes,4
37534,22,Both,Yes,3.5,Yes,4
79442,29,Both,Yes,3.5,Yes,4
7745,27,Both,Yes,3.5,Yes,4
1795,28,Both,Yes,3.5,Yes,4
67156,20,Both,Yes,3.5,Yes,4
83904,26,Both,Yes,3.5,Yes,4
14431,18,Both,Yes,3.5,Yes,4
40957,30,Both,Yes,3.5,Yes,4
12572,20,Both,Yes,3.5,Yes,4
14821,25,Both,Yes,3.5,Yes,4
59749,25,Both,Yes,3.5,Yes,4
61683,33,Both,Yes,3.5,Yes,4
96183,19,Both,Yes,3.5,Yes,4
49516,31,Both,Yes,3.5,Yes,4
97252,22,Both,Yes,3.5,Yes,4
40873,35,Both,Yes,3.5,Yes,4
58533,19,Both,Yes,3.5,Yes,4
97876,29,Both,Yes,3.5,Yes,4
555,35,Both,Yes,3.5,Yes,4
5729,27,Both,Yes,3.5,Yes,4
91183,29,Both,Yes,3.5,Yes,4
34626,25,Both,Yes,3.5,Yes,4
85565,24,Both,Yes,3.5,Yes,4
64870,35,Both,Yes,3.5,Yes,4
15750,18,Both,Yes,3.5,Yes,4
91176,25,Both,Yes,3.5,Yes,4
19478,25,Both,Yes,3.5,Yes,4
28355,20,Both,Yes,3.5,Yes,4
22184,23,Both,Yes,3.5,Yes,4
93084,24,Both,Yes,3.5,Yes,4
96362,26,Both,Yes,3.5,Yes,4
45117,29,Both,Yes,3.5,Yes,4
18196,32,Both,Yes,3.5,Yes,4
23361,29,Both,Yes,3.5,Yes,4
36244,18,Both,Yes,3.5,Yes,4
34015,22,Both,Yes,3.5,Yes,4
91774,30,Both,Yes,3.5,Yes,4
88016,19,Both,Yes,3.5,Yes,4
68636,27,Both,Yes,3.5,Yes,4
94462,25,Both,Yes,3.5,Yes,4
73562,21,Both,Yes,3.5,Yes,4
88466,26,Both,Yes,3.5,Yes,4
18620,21,Both,Yes,3.5,Yes,4
91534,24,Both,Yes,3.5,Yes,4
61279,24,Both,Yes,3.5,Yes,4
53958,26,Both,Yes,3.5,Yes,4
21021,25,Both,Yes,3.5,Yes,4
4963,33,Both,Yes,3.5,Yes,4
30459,25,Both,Yes,3.5,Yes,4
6821,26,Both,Yes,3.5,Yes,4
72980,35,Both,Yes,3.5,Yes,4
48323,22,Both,Yes,3.5,Yes,4
8707,35,Both,Yes,3.5,Yes,4
96892,33,Both,Yes,3.5,Yes,4
50887,22,Both,Yes,3.5,Yes,4
83436,22,Both,Yes,3.5,Yes,4
30449,23,Both,Yes,3.5,Yes,4
21135,32,Both,Yes,3.5,Yes,4
61161,18,Both,Yes,3.5,Yes,4
94677,27,Both,Yes,3.5,Yes,4
64486,26,Both,Yes,3.5,Yes,4
6361,22,Both,Yes,3.5,Yes,4
5724,20,Both,Yes,3.5,Yes,4
70398,27,Both,Yes,3.5,Yes,4
66267,31,Both,Yes,3.5,Yes,4
66569,18,Both,Yes,3.5,Yes,4
54209,20,Both,Yes,3.5,Yes,4
8425,20,Both,Yes,3.5,Yes,4
65660,28,Both,Yes,3.5,Yes,4
48782,25,Both,Yes,3.5,Yes,4
28872,32,Both,Yes,3.5,Yes,4
73217,34,Both,Yes,3.5,Yes,4
94340,27,Both,Yes,3.5,Yes,4
78404,27,Both,Yes,3.5,Yes,4
20905,24,Both,Yes,3.5,Yes,4
19870,20,Both,Yes,3.5,Yes,4
85378,24,Both,Yes,3.5,Yes,4
1811,32,Both,Yes,3.5,Yes,4
18898,27,Both,Yes,3.5,Yes,4
53417,22,Both,Yes,3.5,Yes,4
33370,21,Both,Yes,3.5,Yes,4
46145,25,Both,Yes,3.5,Yes,4
12293,34,Both,Yes,3.5,Yes,4
99297,27,Both,Yes,3.5,Yes,4
47995,29,Both,Yes,3.5,Yes,4
19339,34,Both,Yes,3.5,Yes,4
40212,29,Both,Yes,3.5,Yes,4
32764,23,Both,Yes,3.5,Yes,4
84064,26,Both,Yes,3.5,Yes,4
80219,23,Both,Yes,3.5,Yes,4
92608,32,Both,Yes,3.5,Yes,4
88124,24,Both,Yes,3.5,Yes,4
32200,35,Both,Yes,3.5,Yes,4
57886,35,Both,Yes,3.5,Yes,4
30058,32,Both,Yes,3.5,Yes,4
52603,23,Both,Yes,3.5,Yes,4
73204,27,Both,Yes,3.5,Yes,4
82678,31,Both,Yes,3.5,Yes,4
71657,22,Both,Yes,3.5,Yes,4
82761,26,Both,Yes,3.5,Yes,4
3191,20,Both,Yes,3.5,Yes,4
44405,23,Both,Yes,3.5,Yes,4
88394,21,Both,Yes,3.5,Yes,4
17391,24,Both,Yes,3.5,Yes,4
9803,34,Both,Yes,3.5,Yes,4
62540,23,Both,Yes,3.5,Yes,4
4982,23,Both,Yes,3.5,Yes,4
67200,21,Both,Yes,3.5,Yes,4
75543,28,Both,Yes,3.5,Yes,4
99047,35,Both,Yes,3.5,Yes,4
75117,29,Both,Yes,3.5,Yes,4
23156,28,Both,Yes,3.5,Yes,4
42047,24,Both,Yes,3.5,Yes,4
61243,23,Both,Yes,3.5,Yes,4
30604,22,Both,Yes,3.5,Yes,4
5582,21,Both,Yes,3.5,Yes,4
99232,20,Both,Yes,3.5,Yes,4
78812,29,Both,Yes,3.5,Yes,4
36065,34,Both,Yes,3.5,Yes,4
60288,30,Both,Yes,3.5,Yes,4
12012,18,Both,Yes,3.5,Yes,4
19808,19,Both,Yes,3.5,Yes,4
44100,18,Both,Yes,3.5,Yes,4
4897,26,Both,Yes,3.5,Yes,4
84950,24,Both,Yes,3.5,Yes,4
45706,34,Both,Yes,3.5,Yes,4
15816,26,Both,Yes,3.5,Yes,4
54405,32,Both,Yes,3.5,Yes,4
74079,35,Both,Yes,3.5,Yes,4
52462,20,Both,Yes,3.5,Yes,4
13501,35,Both,Yes,3.5,Yes,4
4310,25,Both,Yes,3.5,Yes,4
66692,19,Both,Yes,3.5,Yes,4
69395,24,Both,Yes,3.5,Yes,4
14377,31,Both,Yes,3.5,Yes,4
80267,29,Both,Yes,3.5,Yes,4
31148,34,Both,Yes,3.5,Yes,4
59410,20,Both,Yes,3.5,Yes,4
21500,21,Both,Yes,3.5,Yes,4
5778,33,Both,Yes,3.5,Yes,4
8335,31,Both,Yes,3.5,Yes,4
43382,18,Both,Yes,3.5,Yes,4
74020,25,Both,Yes,3.5,Yes,4
44270,19,Both,Yes,3.5,Yes,4
11585,28,Both,Yes,3.5,Yes,4
28236,18,Both,Yes,3.5,Yes,4
1261,30,Both,Yes,3.5,Yes,4
27308,23,Both,Yes,3.5,Yes,4
31659,18,Both,Yes,3.5,Yes,4
16264,34,Both,Yes,3.5,Yes,4
10518,32,Both,Yes,3.5,Yes,4
75671,34,Both,Yes,3.5,Yes,4
30691,30,Both,Yes,3.5,Yes,4
37609,24,Both,Yes,3.5,Yes,4
59066,32,Both,Yes,3.5,Yes,4
80403,34,Both,Yes,3.5,Yes,4
19557,21,Both,Yes,3.5,Yes,4
54892,33,Both,Yes,3.5,Yes,4
16961,20,Both,Yes,3.5,Yes,4
27790,34,Both,Yes,3.5,Yes,4
74238,19,Both,Yes,3.5,Yes,4
7770,29,Both,Yes,3.5,Yes,4
99104,19,Both,Yes,3.5,Yes,4
90766,20,Both,Yes,3.5,Yes,4
93563,34,Both,Yes,3.5,Yes,4
83102,24,Both,Yes,3.5,Yes,4
24935,20,Both,Yes,3.5,Yes,4
34828,32,Both,Yes,3.5,Yes,4
78831,27,Both,Yes,3.5,Yes,4
50484,23,Both,Yes,3.5,Yes,4
75558,22,Both,Yes,3.5,Yes,4
2054,28,Both,Yes,3.5,Yes,4
53199,25,Both,Yes,3.5,Yes,4
41235,24,Both,Yes,3.5,Yes,4
5019,22,Both,Yes,3.5,Yes,4
43477,34,Both,Yes,3.5,Yes,4
20521,20,Both,Yes,3.5,Yes,4
30447,32,Both,Yes,3.5,Yes,4
12700,34,Both,Yes,3.5,Yes,4
20008,21,Both,Yes,3.5,Yes,4
1949,24,Both,Yes,3.5,Yes,4
28682,25,Both,Yes,3.5,Yes,4
12473,27,Both,Yes,3.5,Yes,4
1344,21,Both,Yes,3.5,Yes,4
95968,26,Both,Yes,3.5,Yes,4
94025,32,Both,Yes,3.5,Yes,4
70073,18,Both,Yes,3.5,Yes,4
24046,25,Both,Yes,3.5,Yes,4
25294,30,Both,Yes,3.5,Yes,4
62734,22,Both,Yes,3.5,Yes,4
21396,24,Both,Yes,3.5,Yes,4
80518,33,Both,Yes,3.5,Yes,4
78996,26,Both,Yes,3.5,Yes,4
67682,31,Both,Yes,3.5,Yes,4
87525,26,Both,Yes,3.5,Yes,4
65729,24,Both,Yes,3.5,Yes,4
90881,26,Both,Yes,3.5,Yes,4
37106,30,Both,Yes,3.5,Yes,4
89029,25,Both,Yes,3.5,Yes,4
16614,21,Both,Yes,3.5,Yes,4
18988,24,Both,Yes,3.5,Yes,4
50686,35,Both,Yes,3.5,Yes,4
97602,28,Both,Yes,3.5,Yes,4
25788,25,Both,Yes,3.5,Yes,4
89849,32,Both,Yes,3.5,Yes,4
28458,29,Both,Yes,3.5,Yes,4
96688,23,Both,Yes,3.5,Yes,4
74287,19,Both,Yes,3.5,Yes,4
94973,18,Both,Yes,3.5,Yes,4
57528,24,Both,Yes,3.5,Yes,4
18927,24,Both,Yes,3.5,Yes,4
35036,33,Both,Yes,3.5,Yes,4
48429,29,Both,Yes,3.5,Yes,4
76834,21,Both,Yes,3.5,Yes,4
13990,29,Both,Yes,3.5,Yes,4
53105,20,Both,Yes,3.5,Yes,4
85045,26,Both,Yes,3.5,Yes,4
78894,18,Both,Yes,3.5,Yes,4
7388,35,Both,Yes,3.5,Yes,4
90069,19,Both,Yes,3.5,Yes,4
87784,28,Both,Yes,3.5,Yes,4
53855,28,Both,Yes,3.5,Yes,4
43628,30,Both,Yes,3.5,Yes,4
92842,27,Both,Yes,3.5,Yes,4
37326,24,Both,Yes,3.5,Yes,4
23537,20,Both,Yes,3.5,Yes,4
13006,30,Both,Yes,3.5,Yes,4
10574,34,Both,Yes,3.5,Yes,4
64807,21,Both,Yes,3.5,Yes,4
76941,29,Both,Yes,3.5,Yes,4
72943,20,Both,Yes,3.5,Yes,4
45102,19,Both,Yes,3.5,Yes,4
56212,34,Both,Yes,3.5,Yes,4
31500,19,Both,Yes,3.5,Yes,4
38892,29,Both,Yes,3.5,Yes,4
72524,19,Both,Yes,3.5,Yes,4
11098,30,Both,Yes,3.5,Yes,4
88061,22,Both,Yes,3.5,Yes,4
38894,32,Both,Yes,3.5,Yes,4
93603,18,Both,Yes,3.5,Yes,4
96658,33,Both,Yes,3.5,Yes,4
49223,29,Both,Yes,3.5,Yes,4
62505,25,Both,Yes,3.5,Yes,4
98391,29,Both,Yes,3.5,Yes,4
87028,22,Both,Yes,3.5,Yes,4
88642,35,Both,Yes,3.5,Yes,4
46650,29,Both,Yes,3.5,Yes,4
46283,27,Both,Yes,3.5,Yes,4
63568,20,Both,Yes,3.5,Yes,4
10425,25,Both,Yes,3.5,Yes,4
6477,27,Both,Yes,3.5,Yes,4
96552,35,Both,Yes,3.5,Yes,4
24882,32,Both,Yes,3.5,Yes,4
49731,23,Both,Yes,3.5,Yes,4
70014,33,Both,Yes,3.5,Yes,4
90019,20,Both,Yes,3.5,Yes,4
35816,22,Both,Yes,3.5,Yes,4
23063,27,Both,Yes,3.5,Yes,4
29359,32,Both,Yes,3.5,Yes,4
48077,32,Both,Yes,3.5,Yes,4
25430,26,Both,Yes,3.5,Yes,4
59625,32,Both,Yes,3.5,Yes,4
30864,28,Both,Yes,3.5,Yes,4
87327,34,Both,Yes,3.5,Yes,4
15899,30,Both,Yes,3.5,Yes,4
70550,19,Both,Yes,3.5,Yes,4
10570,25,Both,Yes,3.5,Yes,4
20721,26,Both,Yes,3.5,Yes,4
26161,25,Both,Yes,3.5,Yes,4
72591,19,Both,Yes,3.5,Yes,4
30643,25,Both,Yes,3.5,Yes,4
6346,31,Both,Yes,3.5,Yes,4
86763,23,Both,Yes,3.5,Yes,4
72433,22,Both,Yes,3.5,Yes,4
43820,21,Both,Yes,3.5,Yes,4
79289,30,Both,Yes,3.5,Yes,4
48233,52,Female,Yes,3.75,Yes,5
17032,34,Female,Yes,3.75,Yes,5
59639,19,Female,Yes,3.75,Yes,5
34678,55,Female,Yes,3.75,Yes,5
1017,39,Female,Yes,3.75,Yes,5
7319,55,Female,Yes,3.75,Yes,5
96667,38,Female,Yes,3.75,Yes,5
94900,35,Female,Yes,3.75,Yes,5
20395,48,Female,Yes,3.75,Yes,5
44399,49,Female,Yes,3.75,Yes,5
74705,32,Female,Yes,3.75,Yes,5
93292,43,Female,Yes,3.75,Yes,5
56725,45,Female,Yes,3.75,Yes,5
52078,29,Female,Yes,3.75,Yes,5
41037,39,Female,Yes,3.75,Yes,5
17708,44,Female,Yes,3.75,Yes,5
63291,50,Female,Yes,3.75,Yes,5
13348,47,Female,Yes,3.75,Yes,5
78859,34,Female,Yes,3.75,Yes,5
99631,47,Female,Yes,3.75,Yes,5
97334,28,Female,Yes,3.75,Yes,5
76692,25,Female,Yes,3.75,Yes,5
25504,26,Female,Yes,3.75,Yes,5
97047,39,Female,Yes,3.75,Yes,5
75908,30,Female,Yes,3.75,Yes,5
70429,27,Female,Yes,3.75,Yes,5
39116,49,Female,Yes,3.75,Yes,5
38784,38,Female,Yes,3.75,Yes,5
61304,29,Female,Yes,3.75,Yes,5
17500,53,Female,Yes,3.75,Yes,5
46401,54,Female,Yes,3.75,Yes,5
63179,35,Female,Yes,3.75,Yes,5
57059,39,Female,Yes,3.75,Yes,5
2035,28,Female,Yes,3.75,Yes,5
10272,53,Female,Yes,3.75,Yes,5
65544,20,Female,Yes,3.75,Yes,5
71544,47,Female,Yes,3.75,Yes,5
86167,42,Female,Yes,3.75,Yes,5
88900,35,Female,Yes,3.75,Yes,5
34923,18,Female,Yes,3.75,Yes,5
13663,26,Female,Yes,3.75,Yes,5
62037,33,Female,Yes,3.75,Yes,5
12264,44,Female,Yes,3.75,Yes,5
88698,55,Female,Yes,3.75,Yes,5
52441,40,Female,Yes,3.75,Yes,5
66766,31,Female,Yes,3.75,Yes,5
95921,38,Female,Yes,3.75,Yes,5
33570,19,Female,Yes,3.75,Yes,5
38439,41,Female,Yes,3.75,Yes,5
68818,41,Female,Yes,3.75,Yes,5
6048,36,Female,Yes,3.75,Yes,5
63019,50,Female,Yes,3.75,Yes,5
62023,22,Female,Yes,3.75,Yes,5
56021,27,Female,Yes,3.75,Yes,5
37472,19,Female,Yes,3.75,Yes,5
42347,23,Female,Yes,3.75,Yes,5
75563,27,Female,Yes,3.75,Yes,5
4749,52,Female,Yes,3.75,Yes,5
92724,37,Female,Yes,3.75,Yes,5
80316,54,Female,Yes,3.75,Yes,5
46964,46,Female,Yes,3.75,Yes,5
99636,52,Female,Yes,3.75,Yes,5
22553,25,Female,Yes,3.75,Yes,5
47638,45,Female,Yes,3.75,Yes,5
19769,31,Female,Yes,3.75,Yes,5
84110,19,Female,Yes,3.75,Yes,5
61356,23,Female,Yes,3.75,Yes,5
61945,54,Female,Yes,3.75,Yes,5
24884,38,Female,Yes,3.75,Yes,5
31019,53,Female,Yes,3.75,Yes,5
9836,49,Female,Yes,3.75,Yes,5
64888,34,Female,Yes,3.75,Yes,5
43644,22,Female,Yes,3.75,Yes,5
26864,55,Female,Yes,3.75,Yes,5
17461,25,Female,Yes,3.75,Yes,5
60321,49,Female,Yes,3.75,Yes,5
89678,19,Female,Yes,3.75,Yes,5
7090,48,Female,Yes,3.75,Yes,5
8683,48,Female,Yes,3.75,Yes,5
36522,30,Female,Yes,3.75,Yes,5
71292,47,Female,Yes,3.75,Yes,5
15400,20,Female,Yes,3.75,Yes,5
68515,52,Female,Yes,3.75,Yes,5
11640,30,Female,Yes,3.75,Yes,5
99081,26,Female,Yes,3.75,Yes,5
46717,40,Female,Yes,3.75,Yes,5
20922,20,Female,Yes,3.75,Yes,5
26986,46,Female,Yes,3.75,Yes,5
16256,32,Female,Yes,3.75,Yes,5
77270,21,Female,Yes,3.75,Yes,5
53202,48,Female,Yes,3.75,Yes,5
75588,45,Female,Yes,3.75,Yes,5
2502,36,Female,Yes,3.75,Yes,5
96769,48,Female,Yes,3.75,Yes,5
40862,24,Female,Yes,3.75,Yes,5
92199,53,Female,Yes,3.75,Yes,5
8260,51,Female,Yes,3.75,Yes,5
77636,21,Female,Yes,3.75,Yes,5
35738,32,Female,Yes,3.75,Yes,5
51514,32,Female,Yes,3.75,Yes,5
86669,52,Female,Yes,3.75,Yes,5
92936,28,Female,Yes,3.75,Yes,5
44323,40,Female,Yes,3.75,Yes,5
76741,19,Female,Yes,3.75,Yes,5
64635,50,Female,Yes,3.75,Yes,5
59088,34,Female,Yes,3.75,Yes,5
38606,29,Female,Yes,3.75,Yes,5
64662,40,Female,Yes,3.75,Yes,5
89678,29,Female,Yes,3.75,Yes,5
93593,23,Female,Yes,3.75,Yes,5
29711,31,Female,Yes,3.75,Yes,5
97309,21,Female,Yes,3.75,Yes,5
69022,18,Female,Yes,3.75,Yes,5
90200,30,Female,Yes,3.75,Yes,5
1603,22,Female,Yes,3.75,Yes,5
85579,42,Female,Yes,3.75,Yes,5
67390,28,Female,Yes,3.75,Yes,5
35765,23,Female,Yes,3.75,Yes,5
13581,34,Female,Yes,3.75,Yes,5
29823,25,Female,Yes,3.75,Yes,5
11309,43,Female,Yes,3.75,Yes,5
33453,49,Female,Yes,3.75,Yes,5
94553,52,Female,Yes,3.75,Yes,5
34195,20,Female,Yes,3.75,Yes,5
17533,44,Female,Yes,3.75,Yes,5
13982,21,Female,Yes,3.75,Yes,5
42078,28,Female,Yes,3.75,Yes,5
82492,51,Female,Yes,3.75,Yes,5
55474,44,Female,Yes,3.75,Yes,5
60348,36,Female,Yes,3.75,Yes,5
86255,43,Female,Yes,3.75,Yes,5
27440,36,Female,Yes,3.75,Yes,5
9500,19,Female,Yes,3.75,Yes,5
92147,40,Female,Yes,3.75,Yes,5
16965,53,Female,Yes,3.75,Yes,5
51122,23,Female,Yes,3.75,Yes,5
33268,19,Female,Yes,3.75,Yes,5
73704,40,Female,Yes,3.75,Yes,5
88967,33,Female,Yes,3.75,Yes,5
52046,29,Female,Yes,3.75,Yes,5
86841,55,Female,Yes,3.75,Yes,5
85906,35,Female,Yes,3.75,Yes,5
50368,51,Female,Yes,3.75,Yes,5
25570,41,Female,Yes,3.75,Yes,5
85115,49,Female,Yes,3.75,Yes,5
25546,23,Female,Yes,3.75,Yes,5
12429,26,Female,Yes,3.75,Yes,5
63905,35,Female,Yes,3.75,Yes,5
26833,53,Female,Yes,3.75,Yes,5
92542,47,Female,Yes,3.75,Yes,5
6342,35,Female,Yes,3.75,Yes,5
82884,52,Female,Yes,3.75,Yes,5
36200,39,Female,Yes,3.75,Yes,5
20619,43,Female,Yes,3.75,Yes,5
83760,46,Female,Yes,3.75,Yes,5
37439,35,Female,Yes,3.75,Yes,5
43453,53,Female,Yes,3.75,Yes,5
8996,44,Female,Yes,3.75,Yes,5
79015,41,Female,Yes,3.75,Yes,5
21393,45,Female,Yes,3.75,Yes,5
42280,55,Female,Yes,3.75,Yes,5
93505,29,Female,Yes,3.75,Yes,5
51579,18,Female,Yes,3.75,Yes,5
81297,28,Female,Yes,3.75,Yes,5
28408,23,Female,Yes,3.75,Yes,5
8330,36,Female,Yes,3.75,Yes,5
81113,32,Female,Yes,3.75,Yes,5
93723,44,Female,Yes,3.75,Yes,5
37689,30,Female,Yes,3.75,Yes,5
28402,29,Female,Yes,3.75,Yes,5
92098,39,Female,Yes,3.75,Yes,5
45945,47,Female,Yes,3.75,Yes,5
7851,49,Female,Yes,3.75,Yes,5
18364,25,Female,Yes,3.75,Yes,5
95783,32,Female,Yes,3.75,Yes,5
70784,48,Female,Yes,3.75,Yes,5
34498,46,Female,Yes,3.75,Yes,5
87072,43,Female,Yes,3.75,Yes,5
10393,45,Female,Yes,3.75,Yes,5
14703,55,Female,Yes,3.75,Yes,5
37985,36,Female,Yes,3.75,Yes,5
83243,46,Female,Yes,3.75,Yes,5
85219,19,Female,Yes,3.75,Yes,5
23256,53,Female,Yes,3.75,Yes,5
72981,35,Female,Yes,3.75,Yes,5
64366,43,Female,Yes,3.75,Yes,5
70744,32,Female,Yes,3.75,Yes,5
15615,32,Female,Yes,3.75,Yes,5
63525,38,Female,Yes,3.75,Yes,5
86295,34,Female,Yes,3.75,Yes,5
30190,27,Female,Yes,3.75,Yes,5
58107,50,Female,Yes,3.75,Yes,5
50105,30,Female,Yes,3.75,Yes,5
48610,43,Female,Yes,3.75,Yes,5
44128,43,Female,Yes,3.75,Yes,5
83434,49,Female,Yes,3.75,Yes,5
47777,50,Female,Yes,3.75,Yes,5
64404,29,Female,Yes,3.75,Yes,5
13677,32,Female,Yes,3.75,Yes,5
78588,22,Female,Yes,3.75,Yes,5
50346,48,Female,Yes,3.75,Yes,5
37409,30,Female,Yes,3.75,Yes,5
24321,54,Female,Yes,3.75,Yes,5
28952,41,Female,Yes,3.75,Yes,5
2748,37,Female,Yes,3.75,Yes,5
7908,55,Female,Yes,3.75,Yes,5
24578,19,Female,Yes,3.75,Yes,5
60202,30,Female,Yes,3.75,Yes,5
19282,55,Female,Yes,3.75,Yes,5
73809,20,Female,Yes,3.75,Yes,5
30331,53,Female,Yes,3.75,Yes,5
84539,50,Female,Yes,3.75,Yes,5
3629,55,Female,Yes,3.75,Yes,5
88559,19,Female,Yes,3.75,Yes,5
61997,36,Female,Yes,3.75,Yes,5
24933,51,Female,Yes,3.75,Yes,5
67783,35,Female,Yes,3.75,Yes,5
94655,18,Female,Yes,3.75,Yes,5
96327,25,Female,Yes,3.75,Yes,5
56528,27,Female,Yes,3.75,Yes,5
13879,25,Female,Yes,3.75,Yes,5
17625,51,Female,Yes,3.75,Yes,5
10716,54,Female,Yes,3.75,Yes,5
48546,53,Female,Yes,3.75,Yes,5
89344,43,Female,Yes,3.75,Yes,5
49173,28,Female,Yes,3.75,Yes,5
8538,31,Female,Yes,3.75,Yes,5
49112,20,Female,Yes,3.75,Yes,5
74329,34,Female,Yes,3.75,Yes,5
82699,22,Female,Yes,3.75,Yes,5
87179,32,Female,Yes,3.75,Yes,5
27068,47,Female,Yes,3.75,Yes,5
96280,26,Female,Yes,3.75,Yes,5
71860,39,Female,Yes,3.75,Yes,5
36454,47,Female,Yes,3.75,Yes,5
63569,38,Female,Yes,3.75,Yes,5
75040,23,Female,Yes,3.75,Yes,5
38053,26,Female,Yes,3.75,Yes,5
85640,26,Female,Yes,3.75,Yes,5
60154,51,Female,Yes,3.75,Yes,5
94068,28,Female,Yes,3.75,Yes,5
79223,26,Female,Yes,3.75,Yes,5
3111,26,Female,Yes,3.75,Yes,5
82686,50,Female,Yes,3.75,Yes,5
30134,50,Female,Yes,3.75,Yes,5
23731,44,Female,Yes,3.75,Yes,5
50086,20,Female,Yes,3.75,Yes,5
83723,49,Female,Yes,3.75,Yes,5
56315,55,Female,Yes,3.75,Yes,5
61532,48,Female,Yes,3.75,Yes,5
23365,46,Female,Yes,3.75,Yes,5
81243,52,Female,Yes,3.75,Yes,5
62542,20,Female,Yes,3.75,Yes,5
74533,28,Female,Yes,3.75,Yes,5
35147,39,Female,Yes,3.75,Yes,5
22200,31,Female,Yes,3.75,Yes,5
3453,31,Female,Yes,3.75,Yes,5
51983,31,Female,Yes,3.75,Yes,5
39008,32,Female,Yes,3.75,Yes,5
26440,38,Female,Yes,3.75,Yes,5
10947,48,Female,Yes,3.75,Yes,5
56708,29,Female,Yes,3.75,Yes,5
72549,42,Female,Yes,3.75,Yes,5
21525,39,Female,Yes,3.75,Yes,5
22108,42,Female,Yes,3.75,Yes,5
85462,49,Female,Yes,3.75,Yes,5
27431,40,Female,Yes,3.75,Yes,5
30862,28,Female,Yes,3.75,Yes,5
34484,20,Female,Yes,3.75,Yes,5
98463,47,Female,Yes,3.75,Yes,5
54734,23,Female,Yes,3.75,Yes,5
8987,42,Female,Yes,3.75,Yes,5
13769,38,Female,Yes,3.75,Yes,5
17269,35,Female,Yes,3.75,Yes,5
32531,39,Female,Yes,3.75,Yes,5
98762,55,Female,Yes,3.75,Yes,5
60394,40,Female,Yes,3.75,Yes,5
71967,55,Female,Yes,3.75,Yes,5
82195,29,Female,Yes,3.75,Yes,5
12580,25,Female,Yes,3.75,Yes,5
28331,41,Female,Yes,3.75,Yes,5
78018,30,Female,Yes,3.75,Yes,5
86329,26,Female,Yes,3.75,Yes,5
74219,24,Female,Yes,3.75,Yes,5
74282,19,Female,Yes,3.75,Yes,5
5306,36,Female,Yes,3.75,Yes,5
40956,27,Female,Yes,3.75,Yes,5
29581,36,Female,Yes,3.75,Yes,5
58107,44,Female,Yes,3.75,Yes,5
40076,19,Female,Yes,3.75,Yes,5
85021,42,Female,Yes,3.75,Yes,5
89198,48,Female,Yes,3.75,Yes,5
26253,37,Female,Yes,3.75,Yes,5
8384,23,Female,Yes,3.75,Yes,5
34166,25,Female,Yes,3.75,Yes,5
15779,28,Female,Yes,3.75,Yes,5
28790,46,Female,Yes,3.75,Yes,5
91760,26,Female,Yes,3.75,Yes,5
18542,36,Female,Yes,3.75,Yes,5
40082,36,Female,Yes,3.75,Yes,5
72320,36,Female,Yes,3.75,Yes,5
89696,29,Female,Yes,3.75,Yes,5
62978,29,Female,Yes,3.75,Yes,5
83615,27,Female,Yes,3.75,Yes,5
32401,47,Female,Yes,3.75,Yes,5
24421,53,Female,Yes,3.75,Yes,5
93615,33,Female,Yes,3.75,Yes,5
79502,34,Female,Yes,3.75,Yes,5
25748,45,Female,Yes,3.75,Yes,5
43667,40,Female,Yes,3.75,Yes,5
82888,39,Female,Yes,3.75,Yes,5
61137,44,Female,Yes,3.75,Yes,5
96179,30,Female,Yes,3.75,Yes,5
85875,51,Female,Yes,3.75,Yes,5
47811,32,Female,Yes,3.75,Yes,5
58330,20,Female,Yes,3.75,Yes,5
95275,30,Female,Yes,3.75,Yes,5
79162,45,Female,Yes,3.75,Yes,5
13994,32,Female,Yes,3.75,Yes,5
37063,44,Female,Yes,3.75,Yes,5
46952,26,Female,Yes,3.75,Yes,5
4993,48,Female,Yes,3.75,Yes,5
66388,26,Female,Yes,3.75,Yes,5
4033,35,Female,Yes,3.75,Yes,5
13986,47,Female,Yes,3.75,Yes,5
64893,52,Female,Yes,3.75,Yes,5
68826,51,Female,Yes,3.75,Yes,5
14911,21,Female,Yes,3.75,Yes,5
8367,27,Female,Yes,3.75,Yes,5
26252,45,Female,Yes,3.75,Yes,5
44175,42,Female,Yes,3.75,Yes,5
25825,39,Female,Yes,3.75,Yes,5
45605,52,Female,Yes,3.75,Yes,5
24501,28,Female,Yes,3.75,Yes,5
49313,36,Female,Yes,3.75,Yes,5
64645,40,Female,Yes,3.75,Yes,5
14719,19,Female,Yes,3.75,Yes,5
5288,22,Female,Yes,3.75,Yes,5
9193,54,Female,Yes,3.75,Yes,5
47324,45,Female,Yes,3.75,Yes,5
51091,34,Female,Yes,3.75,Yes,5
93645,36,Female,Yes,3.75,Yes,5
80606,23,Female,Yes,3.75,Yes,5
37689,49,Female,Yes,3.75,Yes,5
91810,21,Female,Yes,3.75,Yes,5
94778,49,Female,Yes,3.75,Yes,5
50680,26,Female,Yes,3.75,Yes,5
82568,35,Female,Yes,3.75,Yes,5
65393,18,Female,Yes,3.75,Yes,5
79116,41,Female,Yes,3.75,Yes,5
2540,53,Female,Yes,3.75,Yes,5
9321,34,Female,Yes,3.75,Yes,5
54488,39,Female,Yes,3.75,Yes,5
28197,33,Female,Yes,3.75,Yes,5
64620,42,Female,Yes,3.75,Yes,5
6544,43,Female,Yes,3.75,Yes,5
27975,55,Female,Yes,3.75,Yes,5
