deposit the first,age,gender,gift,mobile banking,special benefits,label
2990,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
3000,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
3010,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
3020,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
3030,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
3040,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
3050,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
3060,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
3070,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
3080,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
3090,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
3100,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
3110,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
3120,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
3130,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
3140,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
3150,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
3160,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
3170,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
3180,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
3190,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
3200,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
3210,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
3220,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
3230,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
3240,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
3250,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
3260,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
3270,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
3280,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
3290,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
3300,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
3310,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
3320,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
3330,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
3340,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
3350,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
3360,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
3370,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
3380,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
3390,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
3400,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
3410,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
3420,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
3430,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
3440,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
3450,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
3460,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
3470,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
3480,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
3490,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
3500,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
3510,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
3520,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
3530,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
3540,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
3550,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
3560,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
3570,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
3580,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
3590,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
3600,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
3610,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
3620,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
3630,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
3640,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
3650,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
3660,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
3670,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
3680,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
3690,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
3700,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
3710,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
3720,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
3730,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
3740,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
3750,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
3760,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
3770,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
3780,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
3790,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
3800,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
3810,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
3820,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
3830,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
3840,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
3850,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
3860,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
3870,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
3880,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
3890,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
3900,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
3910,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
3920,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
3930,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
3940,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
3950,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
3960,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
3970,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
3980,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
3990,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
4000,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
4010,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
4020,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
4030,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
4040,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
4050,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
4060,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
4070,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
4080,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
4090,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
4100,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
4110,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
4120,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
4130,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
4140,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
4150,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
4160,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
4170,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
4180,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
4190,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
4200,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
4210,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
4220,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
4230,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
4240,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
4250,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
4260,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
4270,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
4280,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
4290,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
4300,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
4310,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
4320,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
4330,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
4340,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
4350,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
4360,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
4370,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
4380,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
4390,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
4400,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
4410,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
4420,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
4430,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
4440,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
4450,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
4460,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
4470,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
4480,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
4490,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
4500,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
4510,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
4520,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
4530,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
4540,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
4550,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
4560,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
4570,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
4580,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
4590,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
4600,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
4610,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
4620,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
4630,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
4640,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
4650,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
4660,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
4670,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
4680,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
4690,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
4700,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
4710,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
4720,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
4730,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
4740,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
4750,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
4760,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
4770,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
4780,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
4790,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
4800,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
4810,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
4820,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
4830,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
4840,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
4850,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
4860,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
4870,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
4880,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
4890,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
4900,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
4910,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
4920,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
4930,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
4940,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
4950,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
4960,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
4970,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
4980,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
4990,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
5000,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
5010,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
5020,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
5030,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
5040,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
5050,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
5060,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
5070,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
5080,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
5090,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
5100,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
5110,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
5120,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
5130,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
5140,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
5150,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
5160,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
5170,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
5180,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
5190,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
5200,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
5210,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
5220,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
5230,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
5240,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
5250,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
5260,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
5270,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
5280,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
5290,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
5300,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
5310,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
5320,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
5330,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
5340,16,Both,yes,no,yes,Pubudu Account-Sampayh bank
5350,17,Both,yes,no,yes,Pubudu Account-Sampayh bank
5360,18,Both,yes,no,yes,Pubudu Account-Sampayh bank
5370,6,Both,yes,no,yes,Pubudu Account-Sampayh bank
5380,7,Both,yes,no,yes,Pubudu Account-Sampayh bank
5390,8,Both,yes,no,yes,Pubudu Account-Sampayh bank
5400,9,Both,yes,no,yes,Pubudu Account-Sampayh bank
5410,10,Both,yes,no,yes,Pubudu Account-Sampayh bank
5420,11,Both,yes,no,yes,Pubudu Account-Sampayh bank
5430,12,Both,yes,no,yes,Pubudu Account-Sampayh bank
5440,13,Both,yes,no,yes,Pubudu Account-Sampayh bank
5450,14,Both,yes,no,yes,Pubudu Account-Sampayh bank
5460,15,Both,yes,no,yes,Pubudu Account-Sampayh bank
1000,14,Both,no,no,yes,Sapiri Account-Sampath Bank
1010,15,Both,no,no,yes,Sapiri Account-Sampath Bank
1020,16,Both,no,no,yes,Sapiri Account-Sampath Bank
1030,17,Both,no,no,yes,Sapiri Account-Sampath Bank
1040,18,Both,no,no,yes,Sapiri Account-Sampath Bank
1050,7,Both,no,no,yes,Sapiri Account-Sampath Bank
1060,8,Both,no,no,yes,Sapiri Account-Sampath Bank
1070,9,Both,no,no,yes,Sapiri Account-Sampath Bank
1080,10,Both,no,no,yes,Sapiri Account-Sampath Bank
1090,11,Both,no,no,yes,Sapiri Account-Sampath Bank
1100,12,Both,no,no,yes,Sapiri Account-Sampath Bank
1110,13,Both,no,no,yes,Sapiri Account-Sampath Bank
1120,14,Both,no,no,yes,Sapiri Account-Sampath Bank
1130,15,Both,no,no,yes,Sapiri Account-Sampath Bank
1140,8,Both,no,no,yes,Sapiri Account-Sampath Bank
1150,9,Both,no,no,yes,Sapiri Account-Sampath Bank
1160,10,Both,no,no,yes,Sapiri Account-Sampath Bank
1170,11,Both,no,no,yes,Sapiri Account-Sampath Bank
1180,12,Both,no,no,yes,Sapiri Account-Sampath Bank
1190,13,Both,no,no,yes,Sapiri Account-Sampath Bank
1200,14,Both,no,no,yes,Sapiri Account-Sampath Bank
1210,15,Both,no,no,yes,Sapiri Account-Sampath Bank
1220,11,Both,no,no,yes,Sapiri Account-Sampath Bank
1230,12,Both,no,no,yes,Sapiri Account-Sampath Bank
1240,13,Both,no,no,yes,Sapiri Account-Sampath Bank
1250,14,Both,no,no,yes,Sapiri Account-Sampath Bank
1260,15,Both,no,no,yes,Sapiri Account-Sampath Bank
1270,16,Both,yes,no,yes,Sapiri Account-Sampayh bank
1280,8,Both,no,no,yes,Sapiri Account-Sampayh bank
1290,9,Both,no,no,yes,Sapiri Account-Sampayh bank
1300,10,Both,no,no,yes,Sapiri Account-Sampayh bank
1310,11,Both,no,no,yes,Sapiri Account-Sampayh bank
1320,12,Both,no,no,yes,Sapiri Account-Sampayh bank
1330,13,Both,no,no,yes,Sapiri Account-Sampayh bank
1340,14,Both,no,no,yes,Sapiri Account-Sampayh bank
1350,15,Both,no,no,yes,Sapiri Account-Sampayh bank
1360,16,Both,no,no,yes,Sapiri Account-Sampayh bank
1370,6,Both,no,no,yes,Sapiri Account-Sampayh bank
1380,7,Both,no,no,yes,Sapiri Account-Sampayh bank
1390,8,Both,no,no,yes,Sapiri Account-Sampayh bank
1400,9,Both,no,no,yes,Sapiri Account-Sampayh bank
1410,10,Both,no,no,yes,Sapiri Account-Sampayh bank
1420,11,Both,no,no,yes,Sapiri Account-Sampayh bank
1430,12,Both,no,no,yes,Sapiri Account-Sampayh bank
1440,13,Both,no,no,yes,Sapiri Account-Sampayh bank
1450,14,Both,no,no,yes,Sapiri Account-Sampayh bank
1460,15,Both,no,no,yes,Sapiri Account-Sampayh bank
1470,16,Both,no,no,yes,Sapiri Account-Sampayh bank
1480,17,Both,no,no,yes,Sapiri Account-Sampayh bank
1490,18,Both,no,no,yes,Sapiri Account-Sampayh bank
1500,6,Both,no,no,yes,Sapiri Account-Sampayh bank
1510,7,Both,no,no,yes,Sapiri Account-Sampayh bank
1520,8,Both,no,no,yes,Sapiri Account-Sampayh bank
1530,9,Both,no,no,yes,Sapiri Account-Sampayh bank
1540,10,Both,no,no,yes,Sapiri Account-Sampayh bank
1550,11,Both,no,no,yes,Sapiri Account-Sampayh bank
1560,12,Both,no,no,yes,Sapiri Account-Sampayh bank
1570,13,Both,no,no,yes,Sapiri Account-Sampayh bank
1580,14,Both,no,no,yes,Sapiri Account-Sampayh bank
1590,15,Both,no,no,yes,Sapiri Account-Sampayh bank
1600,16,Both,no,no,yes,Sapiri Account-Sampayh bank
1610,17,Both,no,no,yes,Sapiri Account-Sampayh bank
1620,18,Both,no,no,yes,Sapiri Account-Sampayh bank
1630,6,Both,no,no,yes,Sapiri Account-Sampayh bank
1640,7,Both,no,no,yes,Sapiri Account-Sampayh bank
1650,8,Both,no,no,yes,Sapiri Account-Sampayh bank
1660,9,Both,no,no,yes,Sapiri Account-Sampayh bank
1670,10,Both,no,no,yes,Sapiri Account-Sampayh bank
1680,11,Both,no,no,yes,Sapiri Account-Sampayh bank
1690,12,Both,no,no,yes,Sapiri Account-Sampayh bank
1700,13,Both,no,no,yes,Sapiri Account-Sampayh bank
1710,14,Both,no,no,yes,Sapiri Account-Sampayh bank
1720,15,Both,no,no,yes,Sapiri Account-Sampayh bank
1730,16,Both,no,no,yes,Sapiri Account-Sampayh bank
1740,17,Both,no,no,yes,Sapiri Account-Sampayh bank
1750,18,Both,no,no,yes,Sapiri Account-Sampayh bank
1760,6,Both,no,no,yes,Sapiri Account-Sampayh bank
1770,7,Both,no,no,yes,Sapiri Account-Sampayh bank
1780,8,Both,no,no,yes,Sapiri Account-Sampayh bank
1790,9,Both,no,no,yes,Sapiri Account-Sampayh bank
1800,10,Both,no,no,yes,Sapiri Account-Sampayh bank
1810,11,Both,no,no,yes,Sapiri Account-Sampayh bank
1820,12,Both,no,no,yes,Sapiri Account-Sampayh bank
1830,13,Both,no,no,yes,Sapiri Account-Sampayh bank
1840,14,Both,no,no,yes,Sapiri Account-Sampayh bank
1850,15,Both,no,no,yes,Sapiri Account-Sampayh bank
1860,16,Both,no,no,yes,Sapiri Account-Sampayh bank
1870,17,Both,no,no,yes,Sapiri Account-Sampayh bank
1880,18,Both,no,no,yes,Sapiri Account-Sampayh bank
1890,6,Both,no,no,yes,Sapiri Account-Sampayh bank
1900,7,Both,no,no,yes,Sapiri Account-Sampayh bank
1910,8,Both,no,no,yes,Sapiri Account-Sampayh bank
1920,9,Both,no,no,yes,Sapiri Account-Sampayh bank
1930,10,Both,no,no,yes,Sapiri Account-Sampayh bank
1940,11,Both,no,no,yes,Sapiri Account-Sampayh bank
1950,12,Both,no,no,yes,Sapiri Account-Sampayh bank
1960,13,Both,no,no,yes,Sapiri Account-Sampayh bank
1970,14,Both,no,no,yes,Sapiri Account-Sampayh bank
1980,15,Both,no,no,yes,Sapiri Account-Sampayh bank
1990,16,Both,no,no,yes,Sapiri Account-Sampayh bank
2000,17,Both,no,no,yes,Sapiri Account-Sampayh bank
2010,18,Both,no,no,yes,Sapiri Account-Sampayh bank
2020,6,Both,no,no,yes,Sapiri Account-Sampayh bank
2030,7,Both,no,no,yes,Sapiri Account-Sampayh bank
2040,8,Both,no,no,yes,Sapiri Account-Sampayh bank
2050,9,Both,no,no,yes,Sapiri Account-Sampayh bank
2060,10,Both,no,no,yes,Sapiri Account-Sampayh bank
2070,11,Both,no,no,yes,Sapiri Account-Sampayh bank
2080,12,Both,no,no,yes,Sapiri Account-Sampayh bank
2090,13,Both,no,no,yes,Sapiri Account-Sampayh bank
2100,14,Both,no,no,yes,Sapiri Account-Sampayh bank
2110,15,Both,no,no,yes,Sapiri Account-Sampayh bank
2120,16,Both,no,no,yes,Sapiri Account-Sampayh bank
2130,17,Both,no,no,yes,Sapiri Account-Sampayh bank
2140,18,Both,no,no,yes,Sapiri Account-Sampayh bank
2150,6,Both,no,no,yes,Sapiri Account-Sampayh bank
2160,7,Both,no,no,yes,Sapiri Account-Sampayh bank
2170,8,Both,no,no,yes,Sapiri Account-Sampayh bank
2180,9,Both,no,no,yes,Sapiri Account-Sampayh bank
2190,10,Both,no,no,yes,Sapiri Account-Sampayh bank
2200,11,Both,no,no,yes,Sapiri Account-Sampayh bank
2210,12,Both,no,no,yes,Sapiri Account-Sampayh bank
2220,13,Both,no,no,yes,Sapiri Account-Sampayh bank
2230,14,Both,no,no,yes,Sapiri Account-Sampayh bank
2240,15,Both,no,no,yes,Sapiri Account-Sampayh bank
2250,16,Both,no,no,yes,Sapiri Account-Sampayh bank
2260,17,Both,no,no,yes,Sapiri Account-Sampayh bank
2270,18,Both,no,no,yes,Sapiri Account-Sampayh bank
2280,6,Both,no,no,yes,Sapiri Account-Sampayh bank
2290,7,Both,no,no,yes,Sapiri Account-Sampayh bank
2300,8,Both,no,no,yes,Sapiri Account-Sampayh bank
2310,9,Both,no,no,yes,Sapiri Account-Sampayh bank
2320,10,Both,no,no,yes,Sapiri Account-Sampayh bank
2330,11,Both,no,no,yes,Sapiri Account-Sampayh bank
2340,12,Both,no,no,yes,Sapiri Account-Sampayh bank
2350,13,Both,no,no,yes,Sapiri Account-Sampayh bank
2360,14,Both,no,no,yes,Sapiri Account-Sampayh bank
2370,15,Both,no,no,yes,Sapiri Account-Sampayh bank
2380,16,Both,no,no,yes,Sapiri Account-Sampayh bank
2390,17,Both,no,no,yes,Sapiri Account-Sampayh bank
2400,18,Both,no,no,yes,Sapiri Account-Sampayh bank
2410,6,Both,no,no,yes,Sapiri Account-Sampayh bank
2420,7,Both,no,no,yes,Sapiri Account-Sampayh bank
2430,8,Both,no,no,yes,Sapiri Account-Sampayh bank
2440,9,Both,no,no,yes,Sapiri Account-Sampayh bank
2450,10,Both,no,no,yes,Sapiri Account-Sampayh bank
2460,11,Both,no,no,yes,Sapiri Account-Sampayh bank
2470,12,Both,no,no,yes,Sapiri Account-Sampayh bank
2480,13,Both,no,no,yes,Sapiri Account-Sampayh bank
2490,14,Both,no,no,yes,Sapiri Account-Sampayh bank
2500,15,Both,no,no,yes,Sapiri Account-Sampayh bank
2510,16,Both,no,no,yes,Sapiri Account-Sampayh bank
2520,17,Both,no,no,yes,Sapiri Account-Sampayh bank
2530,18,Both,no,no,yes,Sapiri Account-Sampayh bank
2540,6,Both,no,no,yes,Sapiri Account-Sampayh bank
2550,7,Both,no,no,yes,Sapiri Account-Sampayh bank
2560,8,Both,no,no,yes,Sapiri Account-Sampayh bank
2570,9,Both,no,no,yes,Sapiri Account-Sampayh bank
2580,10,Both,no,no,yes,Sapiri Account-Sampayh bank
2590,11,Both,no,no,yes,Sapiri Account-Sampayh bank
2600,12,Both,no,no,yes,Sapiri Account-Sampayh bank
2610,13,Both,no,no,yes,Sapiri Account-Sampayh bank
2620,14,Both,no,no,yes,Sapiri Account-Sampayh bank
2630,15,Both,no,no,yes,Sapiri Account-Sampayh bank
2640,16,Both,no,no,yes,Sapiri Account-Sampayh bank
2650,17,Both,no,no,yes,Sapiri Account-Sampayh bank
2660,18,Both,no,no,yes,Sapiri Account-Sampayh bank
2670,6,Both,no,no,yes,Sapiri Account-Sampayh bank
2680,7,Both,no,no,yes,Sapiri Account-Sampayh bank
2690,8,Both,no,no,yes,Sapiri Account-Sampayh bank
2700,9,Both,no,no,yes,Sapiri Account-Sampayh bank
2710,10,Both,no,no,yes,Sapiri Account-Sampayh bank
2720,11,Both,no,no,yes,Sapiri Account-Sampayh bank
2730,12,Both,no,no,yes,Sapiri Account-Sampayh bank
2740,13,Both,no,no,yes,Sapiri Account-Sampayh bank
2750,14,Both,no,no,yes,Sapiri Account-Sampayh bank
2760,15,Both,no,no,yes,Sapiri Account-Sampayh bank
2770,16,Both,no,no,yes,Sapiri Account-Sampayh bank
2780,17,Both,no,no,yes,Sapiri Account-Sampayh bank
2790,18,Both,no,no,yes,Sapiri Account-Sampayh bank
2800,6,Both,no,no,yes,Sapiri Account-Sampayh bank
2810,7,Both,no,no,yes,Sapiri Account-Sampayh bank
2820,8,Both,no,no,yes,Sapiri Account-Sampayh bank
2830,9,Both,no,no,yes,Sapiri Account-Sampayh bank
2840,10,Both,no,no,yes,Sapiri Account-Sampayh bank
2850,11,Both,no,no,yes,Sapiri Account-Sampayh bank
2860,12,Both,no,no,yes,Sapiri Account-Sampayh bank
2870,13,Both,no,no,yes,Sapiri Account-Sampayh bank
2880,14,Both,no,no,yes,Sapiri Account-Sampayh bank
2890,15,Both,no,no,yes,Sapiri Account-Sampayh bank
2900,16,Both,no,no,yes,Sapiri Account-Sampayh bank
2910,17,Both,no,no,yes,Sapiri Account-Sampayh bank
2920,18,Both,no,no,yes,Sapiri Account-Sampayh bank
2930,6,Both,no,no,yes,Sapiri Account-Sampayh bank
